"","X","ISO3","Country","Province","Market","Address","latitude","longitude","ID","local_consumption"
"988",988,"MWI","Malawi","Northern Region","Misuku","Misuku, Malawi",-9.6838889,33.4580556,"MWI988",199757802.765625
"989",989,"MWI","Malawi","Northern Region","Mpamba","Mpamba, Malawi",-14.0591841,33.8008327,"MWI989",2128678928.375
"990",990,"MWI","Malawi","Northern Region","Mzimba","Mzimba, Malawi",-11.8991825,33.5923941,"MWI990",254506452.234375
"991",991,"MWI","Malawi","Northern Region","Mzuzu","Mzuzu, Malawi",-11.4389649,34.0084395,"MWI991",453704490.40625
"992",992,"MWI","Malawi","Northern Region","Nkhata Bay","Nkhata Bay, Malawi",-11.6085556,34.2949409,"MWI992",205148887.453125
"993",993,"MWI","Malawi","Northern Region","Nthalire","Nthalire, Malawi",-10.3496794,33.6371591,"MWI993",72559669.8945312
"994",994,"MWI","Malawi","Northern Region","Rumphi","Rumphi, Malawi",-11.0171949,33.8550829,"MWI994",260142787.421875
"995",995,"MWI","Malawi","Northern Region","Uliwa","Uliwa, Malawi",-10.4523424,34.2106114,"MWI995",162503333.765625
"996",996,"MWI","Malawi","Southern Region","Balaka","Balaka, Malawi",-14.9876054,34.9561748,"MWI996",537899265.75
"997",997,"MWI","Malawi","Southern Region","Bangula","Bangula, Malawi",-16.573253,35.1103736,"MWI997",306906123.234375
"998",998,"MWI","Malawi","Southern Region","Bvumbwe","Bvumbwe, Malawi",-15.928484,35.0779349,"MWI998",2312042038.5
"999",999,"MWI","Malawi","Southern Region","Chikwawa","Chikwawa, Malawi",-16.0437784,34.8016945,"MWI999",375102565.828125
"1000",1000,"MWI","Malawi","Southern Region","Chikweo","Chikweo, Malawi",-14.7646,35.6682,"MWI1000",565446831.4375
"1001",1001,"MWI","Malawi","Southern Region","Chilinga","Chilinga, Malawi",-15.0379336,35.2164495,"MWI1001",398207630.1875
"1002",1002,"MWI","Malawi","Southern Region","Chinakanaka","Chinakanaka, Malawi",-15.9854157,35.3954448,"MWI1002",1052259565.5625
"1003",1003,"MWI","Malawi","Southern Region","Chinamwali","Chinamwali, Malawi",-15.3808155,35.3604841,"MWI1003",1019310095.3125
"1004",1004,"MWI","Malawi","Southern Region","Chiradzulu","Chiradzulu, Malawi",-15.6759485,35.1406293,"MWI1004",2089693771.1875
"1005",1005,"MWI","Malawi","Southern Region","Chitakale","Chitakale, Malawi",-16.0250818,35.5012595,"MWI1005",902403395.15625
"1006",1006,"MWI","Malawi","Southern Region","Dyelatu","Dyelatu, Malawi",-16.0438029,34.8016904,"MWI1006",375105967.53125
"1007",1007,"MWI","Malawi","Southern Region","Jali","Jali, Malawi",30.3458703,-81.6542344,"MWI1007",1754493715.8125
"1008",1008,"MWI","Malawi","Southern Region","Limbe","Limbe, Malawi",-15.80837,35.057442,"MWI1008",2553941164.1875
"1009",1009,"MWI","Malawi","Southern Region","Limbuli","Limbuli, Malawi",-16.0727108,35.7175033,"MWI1009",478509381.71875
"1010",1010,"MWI","Malawi","Southern Region","Lirangwe","Lirangwe, Malawi",-15.5295993,35.0253343,"MWI1010",694454906.03125
"1011",1011,"MWI","Malawi","Southern Region","Liwonde","Liwonde, Malawi",-15.0695237,35.2313307,"MWI1011",385937195.203125
"1012",1012,"MWI","Malawi","Southern Region","Luchenza","Luchenza, Malawi",-16.0100923,35.3082117,"MWI1012",1177064118.71875
"1013",1013,"MWI","Malawi","Southern Region","Lunzu","Lunzu, Malawi",-15.6527167,35.0195406,"MWI1013",1941482303.75
"1014",1014,"MWI","Malawi","Southern Region","Makanjila","Makanjila, Malawi",-13.7056825,35.044323,"MWI1014",151106163.105469
"1015",1015,"MWI","Malawi","Southern Region","Mangamba","Mangamba, Malawi",-14.7914866,35.4361041,"MWI1015",424930672.21875
"1016",1016,"MWI","Malawi","Southern Region","Mangochi","Mangochi, Malawi",-14.4861733,35.253304,"MWI1016",466338825.65625
"1017",1017,"MWI","Malawi","Southern Region","Mangochi turn off","Mangochi turn off, Malawi",-14.4813491,35.2708996,"MWI1017",456862459.453125
"1018",1018,"MWI","Malawi","Southern Region","Marka","Marka, Malawi",-17.1208713,35.2285836,"MWI1018",254928099.484375
"1019",1019,"MWI","Malawi","Southern Region","Mayaka","Mayaka, Malawi",-15.5731,35.3729,"MWI1019",972088636.15625
"1020",1020,"MWI","Malawi","Southern Region","Mbela","Mbela, Malawi",-14.9131508,35.0546509,"MWI1020",586289927.15625
"1021",1021,"MWI","Malawi","Southern Region","Mbonechela","Mbonechela, Malawi",38.8496359,-77.0503098,"MWI1021",5717532119.75
"1022",1022,"MWI","Malawi","Southern Region","Migowi","Migowi, Malawi",-15.7201713,35.6834621,"MWI1022",655467289.78125
"1023",1023,"MWI","Malawi","Southern Region","Monkey Bay","Monkey Bay, Malawi",-14.0821483,34.9148236,"MWI1023",147042449.617188
"1024",1024,"MWI","Malawi","Southern Region","Mulanje","Mulanje, Malawi",-16.0252339,35.5083136,"MWI1024",882989998.375
"1025",1025,"MWI","Malawi","Southern Region","Mulomba","Mulomba, Malawi",-15.7653,35.5119,"MWI1025",681504950.109375
"1026",1026,"MWI","Malawi","Southern Region","Muloza","Muloza, Malawi",-15.8902266,35.7610314,"MWI1026",467412411.359375
"1027",1027,"MWI","Malawi","Southern Region","Mwanza","Mwanza, Malawi",-15.5997929,34.5140637,"MWI1027",267240215.578125
"1028",1028,"MWI","Malawi","Southern Region","Namwera","Namwera, Malawi",-14.3472444,35.48367,"MWI1028",392815848.765625
"1029",1029,"MWI","Malawi","Southern Region","Nayuchi","Nayuchi, Malawi",-14.9759302,35.8695696,"MWI1029",125127643.230469
"1030",1030,"MWI","Malawi","Southern Region","Nchalo","Nchalo, Malawi",-16.2715916,34.8706935,"MWI1030",463285489.71875
"1031",1031,"MWI","Malawi","Southern Region","Neno","Neno, Malawi",-15.6850711,34.5749882,"MWI1031",224057643.625
"1032",1032,"MWI","Malawi","Southern Region","Ngabu","Ngabu, Malawi",-16.4404738,34.8693141,"MWI1032",417672954.171875
"1033",1033,"MWI","Malawi","Southern Region","Nkhate","Nkhate, Malawi",-11.6085556,34.2949409,"MWI1033",205148887.453125
"1034",1034,"MWI","Malawi","Southern Region","Nsanama","Nsanama, Malawi",-14.9668407,35.5137889,"MWI1034",453324647.21875
"1035",1035,"MWI","Malawi","Southern Region","Nsanje","Nsanje, Malawi",-16.9205934,35.253304,"MWI1035",280512144.75
"1036",1036,"MWI","Malawi","Southern Region","Nselema","Nselema, Malawi",-14.7163862,35.5523442,"MWI1036",553550010.015625
"1037",1037,"MWI","Malawi","Southern Region","Ntaja","Ntaja, Malawi",-14.8741267,35.5302127,"MWI1037",590312830.453125
"1038",1038,"MWI","Malawi","Southern Region","Phalombe","Phalombe, Malawi",-15.7633303,35.6587503,"MWI1038",668976559.46875
"1039",1039,"MWI","Malawi","Southern Region","Phalula","Phalula, Malawi",-15.2255435,34.8933056,"MWI1039",243430219.96875
"1040",1040,"MWI","Malawi","Southern Region","Songani","Songani, Malawi",-15.3,35.4833333,"MWI1040",701555285.0625
"1041",1041,"MWI","Malawi","Southern Region","Sorgin","Sorgin, Malawi",-16.5414,35.0145,"MWI1041",361729446.234375
"1042",1042,"MWI","Malawi","Southern Region","Thekelani","Thekelani, Malawi",-16.3424154,35.0993687,"MWI1042",586318042.4375
"1043",1043,"MWI","Malawi","Southern Region","Thondwe","Thondwe, Malawi",-15.499956,35.4457934,"MWI1043",1060650050.75
"1044",1044,"MWI","Malawi","Southern Region","Thyolo","Thyolo, Malawi",-16.069257,35.1406293,"MWI1044",1158634428.90625
"1045",1045,"MWI","Malawi","Southern Region","Tomali","Tomali, Malawi",-16.1501897,34.787888,"MWI1045",426699557.84375
"1046",1046,"MWI","Malawi","Southern Region","Ulongwe","Ulongwe, Malawi",-14.86219,35.17517,"MWI1046",391185572.296875
"1047",1047,"MWI","Malawi","Southern Region","Zomba","Zomba, Malawi",-15.3765857,35.3356518,"MWI1047",1000051619.46875
"1048",1048,"MWI","Malawi",NA,"National Average","National Average, Malawi",42.3911207,-71.12329,"MWI1048",5167839190.25
"1049",1049,"MLI","Mali","Bamako","Badalabougou","Badalabougou, Mali",12.6195385,-7.9947117,"MLI1049",1191896634.6875
"1050",1050,"MLI","Mali","Bamako","Bamako","Bamako, Mali",12.6392316,-8.0028892,"MLI1050",1188456121.5625
"1051",1051,"MLI","Mali","Bamako","Dibida","Dibida, Mali",12.6407119,-8.0011663,"MLI1051",1188217728.4375
"1052",1052,"MLI","Mali","Bamako","Djikoroni","Djikoroni, Mali",12.6170099,-8.0315179,"MLI1052",1184885851.25
"1053",1053,"MLI","Mali","Bamako","Fadjiguila","Fadjiguila, Mali",12.6727058,-7.9529643,"MLI1053",1177679523.125
"1054",1054,"MLI","Mali","Bamako","Lafiabougou","Lafiabougou, Mali",12.6351525,-8.0437909,"MLI1054",1175947667.1875
"1055",1055,"MLI","Mali","Bamako","Magnambougou","Magnambougou, Mali",12.6149815,-7.956562,"MLI1055",1178578820.9375
"1056",1056,"MLI","Mali","Bamako","Medine","Medine, Mali",15.1785012,-9.337781,"MLI1056",27622093.75
"1057",1057,"MLI","Mali","Bamako","Niamakoro","Niamakoro, Mali",12.5863409,-7.9620107,"MLI1057",1160695787.5
"1058",1058,"MLI","Mali","Bamako","Niarela","Niarela, Mali",12.6426524,-7.9838097,"MLI1058",1190069473.4375
"1059",1059,"MLI","Mali","Bamako","Ouolofobougou","Ouolofobougou, Mali",12.6469221,-8.0076599,"MLI1059",1184538822.1875
"1060",1060,"MLI","Mali","Bamako","Sogoniko","Sogoniko, Mali",12.6047292,-7.9660975,"MLI1060",1174699089.6875
"1061",1061,"MLI","Mali","Gao","Anderamboukane","Anderamboukane, Mali",15.4244552,3.0200733,"MLI1061",3129879.53613281
"1062",1062,"MLI","Mali","Gao","Ansongo","Ansongo, Mali",15.6729353,0.5045206,"MLI1062",22979600.8007812
"1063",1063,"MLI","Mali","Gao","Bourem","Bourem, Mali",16.9562322,-0.3442449,"MLI1063",4278249.78393555
"1064",1064,"MLI","Mali","Gao","Djebock","Djebock, Mali",17.570692,-3.996166,"MLI1064",367783.647613525
"1065",1065,"MLI","Mali","Gao","Forgho","Forgho, Mali",36.1134216,-115.1600226,"MLI1065",1013904398.4375
"1066",1066,"MLI","Mali","Gao","Gao","Gao, Mali",16.2639807,-0.0279867,"MLI1066",74969687.5195312
"1067",1067,"MLI","Mali","Gao","Haoussa Foulane","Haoussa Foulane, Mali",15.994085,0.1326057,"MLI1067",10309835.1782227
"1068",1068,"MLI","Mali","Gao","Menaka","Menaka, Mali",15.9156421,2.396174,"MLI1068",1139694.38598633
"1069",1069,"MLI","Mali","Gao","Ouani","Ouani, Mali",16.7699786,-0.2816906,"MLI1069",9590186.33789062
"1070",1070,"MLI","Mali","Gao","Ouattagouna","Ouattagouna, Mali",15.1788535,0.7188364,"MLI1070",6781683.60839844
"1071",1071,"MLI","Mali","Gao","Taboye","Taboye, Mali",16.7134065,-0.2594658,"MLI1071",13030619.6630859
"1072",1072,"MLI","Mali","Gao","Temera","Temera, Mali",17.0000512,-0.9545926,"MLI1072",1299355.45135498
"1073",1073,"MLI","Mali","Kayes","Badinko","Badinko, Mali",12.9698456,-9.2175988,"MLI1073",17631359.7314453
"1074",1074,"MLI","Mali","Kayes","Diéma","Diéma, Mali",41.4914462,-72.0883288,"MLI1074",146221840.273438
"1075",1075,"MLI","Mali","Kayes","Kayes Centre","Kayes Centre, Mali",14.4540057,-11.4298538,"MLI1075",98933103.59375
"1076",1076,"MLI","Mali","Kayes","Kayes N'Dy","Kayes N'Dy, Mali",14.4367876,-11.4452717,"MLI1076",98378692.421875
"1077",1077,"MLI","Mali","Kayes","Kayes Plateau","Kayes Plateau, Mali",14.4436862,-11.4360442,"MLI1077",98680297.8125
"1078",1078,"MLI","Mali","Kayes","Kita","Kita, Mali",13.0341072,-9.4894972,"MLI1078",56740355.390625
"1079",1079,"MLI","Mali","Kayes","Nioro","Nioro, Mali",15.2323839,-9.5907514,"MLI1079",45126867.9980469
"1080",1080,"MLI","Mali","Kidal","Abeibara","Abeibara, Mali",19.11,1.75,"MLI1080",492313.3984375
"1081",1081,"MLI","Mali","Kidal","Adjel hoc","Adjel hoc, Mali",19.4640568,0.8567905,"MLI1081",473864.216156006
"1082",1082,"MLI","Mali","Kidal","Amachach","Amachach, Mali",20.2573532,0.9910298,"MLI1082",132696.571884155
"1083",1083,"MLI","Mali","Kidal","Annefif","Annefif, Mali",18.7986832,1.8318334,"MLI1083",1154754.06311035
"1084",1084,"MLI","Mali","Kidal","Kidal","Kidal, Mali",18.4520713,1.4096535,"MLI1084",1322551.66534424
"1085",1085,"MLI","Mali","Kidal","Tessalit","Tessalit, Mali",20.2573532,0.9910298,"MLI1085",132696.571884155
"1086",1086,"MLI","Mali","Kidal","Tin essako","Tin essako, Mali",18.449922,2.4911845,"MLI1086",82779.5380592346
"1087",1087,"MLI","Mali","Koulikoro","Dioïla","Dioïla, Mali",14.355243,-4.9565953,"MLI1087",22788205.703125
"1088",1088,"MLI","Mali","Koulikoro","Faladié","Faladié, Mali",12.6039133,-7.9456659,"MLI1088",1167139153.75
"1089",1089,"MLI","Mali","Koulikoro","Fana","Fana, Mali",12.7887878,-6.9477532,"MLI1089",44497885.9375
"1090",1090,"MLI","Mali","Koulikoro","Kati","Kati, Mali",12.7453724,-8.0738001,"MLI1090",875324674.375
"1091",1091,"MLI","Mali","Koulikoro","Kolokani","Kolokani, Mali",13.5733993,-8.0328815,"MLI1091",26402831.1816406
"1092",1092,"MLI","Mali","Koulikoro","Koulikoro Ba","Koulikoro Ba, Mali",12.8662046,-7.5599321,"MLI1092",45359861.7871094
"1093",1093,"MLI","Mali","Koulikoro","Koulikoro Gare","Koulikoro Gare, Mali",12.8662046,-7.5599321,"MLI1093",45359861.7871094
"1094",1094,"MLI","Mali","Koulikoro","Kouremalé","Kouremalé, Mali",12.8662046,-7.5599321,"MLI1094",45359861.7871094
"1095",1095,"MLI","Mali","Koulikoro","Nara","Nara, Mali",15.1689378,-7.2895663,"MLI1095",13131228.28125
"1096",1096,"MLI","Mali","Koulikoro","Ouelessebougou","Ouelessebougou, Mali",11.9886052,-7.9102647,"MLI1096",31207179.7753906
"1097",1097,"MLI","Mali","Koulikoro","Sirakorola","Sirakorola, Mali",13.2879977,-7.5694141,"MLI1097",30524661.5136719
"1098",1098,"MLI","Mali","Mopti","Attara","Attara, Mali",15.6614029,-4.3509172,"MLI1098",14630225.6835938
"1099",1099,"MLI","Mali","Mopti","Bandiagara","Bandiagara, Mali",14.3489479,-3.609117,"MLI1099",45111784.4824219
"1100",1100,"MLI","Mali","Mopti","Bankass","Bankass, Mali",14.0775176,-3.5180363,"MLI1100",55538088.828125
"1101",1101,"MLI","Mali","Mopti","Boni","Boni, Mali",15.0756229,-2.2199773,"MLI1101",5846396.08398438
"1102",1102,"MLI","Mali","Mopti","Diafarabe","Diafarabe, Mali",14.1394536,-5.0169458,"MLI1102",18124266.8945312
"1103",1103,"MLI","Mali","Mopti","Diallassagou","Diallassagou, Mali",13.7400834,-3.6243133,"MLI1103",43150137.5683594
"1104",1104,"MLI","Mali","Mopti","Diondiori","Diondiori, Mali",14.6119717,-4.7745379,"MLI1104",24508162.0019531
"1105",1105,"MLI","Mali","Mopti","Djenne","Djenne, Mali",13.9053952,-4.5559954,"MLI1105",44426782.9589844
"1106",1106,"MLI","Mali","Mopti","Douentza","Douentza, Mali",15.0045218,-2.9550619,"MLI1106",30337827.1777344
"1107",1107,"MLI","Mali","Mopti","Gathie Loumo","Gathie Loumo, Mali",14.6338039,-3.4195527,"MLI1107",36634921.7382812
"1108",1108,"MLI","Mali","Mopti","Hombori","Hombori, Mali",15.2861937,-1.7028015,"MLI1108",6812327.40966797
"1109",1109,"MLI","Mali","Mopti","Kikara","Kikara, Mali",15.2108876,-2.7477078,"MLI1109",6748257.63427734
"1110",1110,"MLI","Mali","Mopti","Koro","Koro, Mali",14.0747412,-3.0826673,"MLI1110",34001560.6445312
"1111",1111,"MLI","Mali","Mopti","Koulogon","Koulogon, Mali",14.6427471,-3.2270848,"MLI1111",51988496.1328125
"1112",1112,"MLI","Mali","Mopti","Mopti Digue","Mopti Digue, Mali",14.4874284,-4.1974627,"MLI1112",103628632.304688
"1113",1113,"MLI","Mali","Mopti","Mopti Guangal","Mopti Guangal, Mali",14.4874284,-4.1974627,"MLI1113",103628632.304688
"1114",1114,"MLI","Mali","Mopti","Tenenkou","Tenenkou, Mali",14.4590296,-4.9169196,"MLI1114",27364002.2460938
"1115",1115,"MLI","Mali","Mopti","Toguere Coumbe","Toguere Coumbe, Mali",14.9214145,-4.591412,"MLI1115",9825916.98974609
"1116",1116,"MLI","Mali","Mopti","Youwarou","Youwarou, Mali",15.3749929,-4.2615383,"MLI1116",16902546.7626953
"1117",1117,"MLI","Mali","Segou","Bla","Bla, Mali",12.9549865,-5.7563151,"MLI1117",54063767.1484375
"1118",1118,"MLI","Mali","Segou","Diakawèrè","Diakawèrè, Mali",13.4316597,-6.2482149,"MLI1118",138307106.289062
"1119",1119,"MLI","Mali","Segou","Dioro","Dioro, Mali",13.6822586,-5.8405188,"MLI1119",62568007.9882812
"1120",1120,"MLI","Mali","Segou","Dogofri","Dogofri, Mali",14.8006391,-6.0207246,"MLI1120",9543132.85644531
"1121",1121,"MLI","Mali","Segou","Dougouolo","Dougouolo, Mali",17.570692,-3.996166,"MLI1121",367783.647613525
"1122",1122,"MLI","Mali","Segou","Fatiné","Fatiné, Mali",13.4316597,-6.2482149,"MLI1122",138307106.289062
"1123",1123,"MLI","Mali","Segou","Kourouma","Kourouma, Mali",11.0478619,-6.0736998,"MLI1123",20747930.2832031
"1124",1124,"MLI","Mali","Segou","Macina","Macina, Mali",13.96284,-5.3599355,"MLI1124",29295446.9628906
"1125",1125,"MLI","Mali","Segou","Monimpébougou","Monimpébougou, Mali",13.4316597,-6.2482149,"MLI1125",138307106.289062
"1126",1126,"MLI","Mali","Segou","Niono","Niono, Mali",14.2261156,-5.9753267,"MLI1126",80970167.5585938
"1127",1127,"MLI","Mali","Segou","Ségou Château","Ségou Château, Mali",17.570692,-3.996166,"MLI1127",367783.647613525
"1128",1128,"MLI","Mali","Segou","San","San, Mali",13.2944016,-4.8987523,"MLI1128",65787429.6679688
"1129",1129,"MLI","Mali","Segou","Shiango","Shiango, Mali",12.6377087,-8.0024869,"MLI1129",1188942170
"1130",1130,"MLI","Mali","Segou","Sokolo","Sokolo, Mali",14.7384717,-6.1182429,"MLI1130",9005565.52978516
"1131",1131,"MLI","Mali","Segou","Touna","Touna, Mali",13.1168022,-5.8327464,"MLI1131",38497048.828125
"1132",1132,"MLI","Mali","Sikasso","Bougouni","Bougouni, Mali",11.4182881,-7.4705935,"MLI1132",43686919.7460938
"1133",1133,"MLI","Mali","Sikasso","Kifosso","Kifosso, Mali",12.4997184,-4.9013473,"MLI1133",37479658.125
"1134",1134,"MLI","Mali","Sikasso","Koumantou","Koumantou, Mali",11.4054264,-6.84046,"MLI1134",28593260.078125
"1135",1135,"MLI","Mali","Sikasso","Koury","Koury, Mali",12.1844942,-4.8054142,"MLI1135",48314464.4335938
"1136",1136,"MLI","Mali","Sikasso","Koutiala","Koutiala, Mali",12.3774106,-5.4725384,"MLI1136",114375799.492188
"1137",1137,"MLI","Mali","Sikasso","Loulouni","Loulouni, Mali",10.8928741,-5.6063736,"MLI1137",31918915.5859375
"1138",1138,"MLI","Mali","Sikasso","M'Pèssoba","M'Pèssoba, Mali",40.720866,-73.995131,"MLI1138",6154436552.5
"1139",1139,"MLI","Mali","Sikasso","Ségou Centre","Ségou Centre, Mali",10.8905186,-7.4381355,"MLI1139",13094080.7958984
"1140",1140,"MLI","Mali","Sikasso","Sikasso Centre","Sikasso Centre, Mali",11.3273263,-5.6918509,"MLI1140",155892213.242188
"1141",1141,"MLI","Mali","Sikasso","Sikasso Médine","Sikasso Médine, Mali",11.3223834,-5.6983979,"MLI1141",155669531.210938
"1142",1142,"MLI","Mali","Sikasso","Yanfolila","Yanfolila, Mali",11.1780136,-8.1529749,"MLI1142",25246767.3535156
"1143",1143,"MLI","Mali","Sikasso","Yorosso","Yorosso, Mali",12.3547531,-4.7782202,"MLI1143",34538648.4960938
"1144",1144,"MLI","Mali","Sikasso","Zangasso","Zangasso, Mali",12.1592406,-5.6181973,"MLI1144",29173845.5859375
"1145",1145,"MLI","Mali","Tombouctou","Échelle","Échelle, Mali",16.7665887,-3.0025615,"MLI1145",35543606.6601562
"1146",1146,"MLI","Mali","Tombouctou","Bambara Maoudé","Bambara Maoudé, Mali",12.6392316,-8.0028892,"MLI1146",1188456121.5625
"1147",1147,"MLI","Mali","Tombouctou","Bancoma","Bancoma, Mali",40.702205,-73.9953547,"MLI1147",5882381695
"1148",1148,"MLI","Mali","Tombouctou","Bourem Inaly","Bourem Inaly, Mali",16.6906574,-2.8514768,"MLI1148",36005339.1503906
"1149",1149,"MLI","Mali","Tombouctou","Diré","Diré, Mali",12.179098,-12.353311,"MLI1149",19710745.1708984
"1150",1150,"MLI","Mali","Tombouctou","Douekire","Douekire, Mali",17.570692,-3.996166,"MLI1150",367783.647613525
"1151",1151,"MLI","Mali","Tombouctou","Gounambougou","Gounambougou, Mali",12.6149815,-7.956562,"MLI1151",1178578820.9375
"1152",1152,"MLI","Mali","Tombouctou","Goundam","Goundam, Mali",16.4175955,-3.664859,"MLI1152",19091060.4638672
"1153",1153,"MLI","Mali","Tombouctou","Gourma Rharous","Gourma Rharous, Mali",16.8782186,-1.9209164,"MLI1153",11110486.2304688
"1154",1154,"MLI","Mali","Tombouctou","Léré","Léré, Mali",16.7665887,-3.0025615,"MLI1154",35543606.6601562
"1155",1155,"MLI","Mali","Tombouctou","Niafunke","Niafunke, Mali",15.9302141,-3.9954969,"MLI1155",18949511.8408203
"1156",1156,"MLI","Mali","Tombouctou","Sareyamou","Sareyamou, Mali",16.0881438,-3.2369943,"MLI1156",22323996.7138672
"1157",1157,"MLI","Mali","Tombouctou","Tombouctou","Tombouctou, Mali",16.7665887,-3.0025615,"MLI1157",35543606.6601562
"1158",1158,"MLI","Mali","Tombouctou","Tonka","Tonka, Mali",16.1341729,-3.7460481,"MLI1158",34536619.6875
"1159",1159,"MRT","Mauritania","Adrar","Aoujeft","Aoujeft, Mauritania",20.0265559,-13.0544185,"MRT1159",21767.0126953125
"1160",1160,"MRT","Mauritania","Adrar","Atar","Atar, Mauritania",20.5072923,-13.052978,"MRT1160",312659.56640625
"1161",1161,"MRT","Mauritania","Adrar","Ouadane","Ouadane, Mauritania",20.9317455,-11.6200436,"MRT1161",502.068511962891
"1162",1162,"MRT","Mauritania","Assaba","Barkeol","Barkeol, Mauritania",16.65,-12.5,"MRT1162",259442.62109375
"1163",1163,"MRT","Mauritania","Assaba","Kankossa","Kankossa, Mauritania",15.92703,-11.52404,"MRT1163",228260.537109375
"1164",1164,"MRT","Mauritania","Assaba","Kiffa","Kiffa, Mauritania",16.6258353,-11.4055282,"MRT1164",492414.140625
"1165",1165,"MRT","Mauritania","Brakna","Aleg","Aleg, Mauritania",17.0516148,-13.9114989,"MRT1165",244181.484375
"1166",1166,"MRT","Mauritania","Brakna","Boghé","Boghé, Mauritania",17.2317561,-13.1740348,"MRT1166",92035.1142578125
"1167",1167,"MRT","Mauritania","Brakna","Magta-lahjar","Magta-lahjar, Mauritania",17.8008671,-12.989615,"MRT1167",37639.6115722656
"1168",1168,"MRT","Mauritania","Brakna","Mbagne","Mbagne, Mauritania",16.15177,-13.77648,"MRT1168",687310.65625
"1169",1169,"MRT","Mauritania","Dakhlet-Nouadhibou","Nouadhibou","Nouadhibou, Mauritania",20.9425179,-17.0362272,"MRT1169",1048204.40625
"1170",1170,"MRT","Mauritania","Gorgol","Kaedi","Kaedi, Mauritania",16.1535575,-13.5032081,"MRT1170",883762.18359375
"1171",1171,"MRT","Mauritania","Gorgol","Lexeiba1","Lexeiba1, Mauritania",15.9717357,-12.6216211,"MRT1171",355520.935546875
"1172",1172,"MRT","Mauritania","Gorgol","Maghama","Maghama, Mauritania",15.5121868,-12.8486076,"MRT1172",437736.9453125
"1173",1173,"MRT","Mauritania","Gorgol","Mbout","Mbout, Mauritania",16.0233078,-12.5785722,"MRT1173",332528.79296875
"1174",1174,"MRT","Mauritania","Guidimakha","Djougountourou","Djougountourou, Mauritania",15.2557331,-12.2547919,"MRT1174",520662.75
"1175",1175,"MRT","Mauritania","Guidimakha","Ould Yenge","Ould Yenge, Mauritania",15.7316183,-11.9804613,"MRT1175",223142.953125
"1176",1176,"MRT","Mauritania","Guidimakha","Selibaby","Selibaby, Mauritania",15.1506088,-12.1804261,"MRT1176",512552.390625
"1177",1177,"MRT","Mauritania","Guidimakha","Wompou","Wompou, Mauritania",15.1311627,-12.724483,"MRT1177",338804.4140625
"1178",1178,"MRT","Mauritania","Hodh Ech Chargi","Adel Bagrou","Adel Bagrou, Mauritania",15.675327,-7.0229629,"MRT1178",121996.600585938
"1179",1179,"MRT","Mauritania","Hodh Ech Chargi","Nema","Nema, Mauritania",16.6143698,-7.2598913,"MRT1179",285762.7734375
"1180",1180,"MRT","Mauritania","Hodh Ech Chargi","Vassala","Vassala, Mauritania",15.5575836,-5.5223628,"MRT1180",62070.357421875
"1181",1181,"MRT","Mauritania","Hodh El Gharbi","Aioun","Aioun, Mauritania",16.6592113,-9.6063006,"MRT1181",227600.15625
"1182",1182,"MRT","Mauritania","Hodh El Gharbi","Tentane","Tentane, Mauritania",19.85,-13,"MRT1182",18636.0908203125
"1183",1183,"MRT","Mauritania","Hodh El Gharbi","Twil","Twil, Mauritania",16.3975,-8.9772222,"MRT1183",49573.7836914062
"1184",1184,"MRT","Mauritania","Nouakchott","Nouakchott","Nouakchott, Mauritania",18.0735299,-15.9582372,"MRT1184",8151342.75
"1185",1185,"MRT","Mauritania","Nouakchott","Socogim","Socogim, Mauritania",18.095196,-15.961542,"MRT1185",8149838.25
"1186",1186,"MRT","Mauritania","Tagant","Moudjeria","Moudjeria, Mauritania",17.88069,-12.33004,"MRT1186",68429.982421875
"1187",1187,"MRT","Mauritania","Tagant","Tidjikja","Tidjikja, Mauritania",18.5565495,-11.4310758,"MRT1187",22570.6801757812
"1188",1188,"MRT","Mauritania","Tiris-Zemmour","Zoueiratt","Zoueiratt, Mauritania",22.7325323,-12.4753205,"MRT1188",329490.7734375
"1189",1189,"MRT","Mauritania","Trarza","Mederdra","Mederdra, Mauritania",16.9225153,-15.6617813,"MRT1189",131820.263671875
"1190",1190,"MRT","Mauritania","Trarza","Ndiago","Ndiago, Mauritania",16.1704503,-16.5021022,"MRT1190",715719.79296875
"1191",1191,"MRT","Mauritania","Trarza","Rosso","Rosso, Mauritania",16.5163413,-15.802612,"MRT1191",835348.546875
"1192",1192,"MRT","Mauritania",NA,"Bogh�","Bogh�, Mauritania",16.5950699,-14.2599437,"MRT1192",572466.328125
"1193",1193,"MRT","Mauritania",NA,"Nouakchott, March� SCIM","Nouakchott, March� SCIM, Mauritania",18.0861892,-15.9797497,"MRT1193",8148601.5
"1194",1194,"MRT","Mauritania",NA,"Tintane","Tintane, Mauritania",16.3874962,-10.1759285,"MRT1194",230236.734375
"1195",1195,"MEX","Mexico","Distrito Federal","Mexico City","Mexico City, Mexico",19.4326077,-99.133208,"MEX1195",267209364191
"1196",1196,"MEX","Mexico","Jalisco","Guadalajara","Guadalajara, Mexico",20.6596988,-103.3496092,"MEX1196",79575239362.375
"1197",1197,"MEX","Mexico","Puebla","Puebla","Puebla, Mexico",19.0414398,-98.2062727,"MEX1197",41750384065.5625
"1198",1198,"MEX","Mexico","Sinaloa","Culiacán","Culiacán, Mexico",24.8090649,-107.3940117,"MEX1198",13499783819.6562
